Marca,Modelo,Ano,Combustível,Quilometragem,Cidade,Problema,Custo Estimado
FIAT,MOBI,2018,Diesel,146297,Rio de Janeiro,bateria,929.79
FORD,FIESTA,2012,Etanol,43021,Belo Horizonte,alinhamento,171.51
CHEVROLET,ONIX,2018,Etanol,149333,Curitiba,alinhamento,187.22
CHEVROLET,SPIN,2016,Diesel,252646,Rio de Janeiro,alinhamento,245.62
VOLKSWAGEN,POLO,2005,Gasolina,86755,Rio de Janeiro,superaquecimento_motor,1501.36
FIAT,MOBI,2015,Etanol,66330,São Paulo,superaquecimento_motor,1091.36
FORD,KA,2023,Diesel,178438,Salvador,pastilhas_de_freio,199.35
FORD,KA,2011,Diesel,45313,Salvador,cambio,3371.6
HONDA,CIVIC,2018,Gasolina,234729,Salvador,superaquecimento_motor,1448.22
FORD,KA,2004,Gasolina,232783,Manaus,cambio,6186.2
FIAT,TORO,2016,Gasolina,289176,São Paulo,cambio,4975.26
CHEVROLET,SPIN,2022,Etanol,148430,Belo Horizonte,superaquecimento_motor,1052.56
CHEVROLET,SPIN,2000,Diesel,28365,Manaus,transmissao,875.64
VOLKSWAGEN,JETTA,2023,Diesel,275333,São Paulo,superaquecimento_motor,1298.49
VOLKSWAGEN,JETTA,2022,Diesel,7248,Rio de Janeiro,velas_de_ignicao,72.12
CHEVROLET,SPIN,2009,Gasolina,4369,Curitiba,velas_de_ignicao,107.16
FIAT,MOBI,2014,Diesel,290749,Manaus,cambio,5300.33
HONDA,CIVIC,2022,Etanol,171955,Manaus,velas_de_ignicao,110.78
FIAT,MOBI,2020,Gasolina,33055,Rio de Janeiro,pastilhas_de_freio,155.43
HONDA,CIVIC,2020,Gasolina,199803,Rio de Janeiro,alinhamento,194.37
FIAT,TORO,2010,Gasolina,269594,Curitiba,transmissao,1202.48
FIAT,MOBI,2012,Gasolina,133997,Salvador,pastilhas_de_freio,260.4
FIAT,MOBI,2004,Etanol,50272,Manaus,alinhamento,214.06
HONDA,CIVIC,2000,Diesel,5310,São Paulo,transmissao,814.16
FORD,FIESTA,2023,Etanol,31817,Belo Horizonte,cambio,2189.07
VOLKSWAGEN,JETTA,2011,Diesel,215888,Rio de Janeiro,transmissao,1060.44
FORD,FIESTA,2010,Etanol,82641,Rio de Janeiro,transmissao,807.8
CHEVROLET,ONIX,2016,Gasolina,215155,Belo Horizonte,velas_de_ignicao,148.82
CHEVROLET,SPIN,2003,Gasolina,207382,São Paulo,velas_de_ignicao,206.12
VOLKSWAGEN,POLO,2014,Etanol,15457,Rio de Janeiro,velas_de_ignicao,96.83
HONDA,CIVIC,2008,Etanol,42311,Belo Horizonte,transmissao,760.69
HONDA,FIT,2020,Diesel,151958,Rio de Janeiro,bateria,878.81
FIAT,MOBI,2019,Etanol,123573,Salvador,transmissao,682.42
CHEVROLET,SPIN,2018,Etanol,298325,Salvador,velas_de_ignicao,162.05
CHEVROLET,SPIN,2018,Diesel,164334,Rio de Janeiro,transmissao,773.89
FIAT,MOBI,2011,Diesel,263272,Rio de Janeiro,velas_de_ignicao,188.15
FIAT,TORO,2004,Diesel,79522,Salvador,velas_de_ignicao,150.75
HONDA,FIT,2009,Etanol,163394,Rio de Janeiro,velas_de_ignicao,163.15
FORD,KA,2016,Diesel,48929,São Paulo,cambio,2946.51
CHEVROLET,SPIN,2004,Gasolina,81696,São Paulo,cambio,4431.91
VOLKSWAGEN,POLO,2021,Gasolina,271952,Curitiba,bateria,1072.41
FORD,FIESTA,2015,Gasolina,95148,São Paulo,alinhamento,181.11
VOLKSWAGEN,JETTA,2006,Etanol,283869,Manaus,transmissao,1362.36
FORD,KA,2008,Gasolina,220026,Manaus,pastilhas_de_freio,346.68
CHEVROLET,ONIX,2002,Etanol,83576,Manaus,velas_de_ignicao,159.29
VOLKSWAGEN,JETTA,2014,Etanol,20557,Rio de Janeiro,bateria,756.87
CHEVROLET,SPIN,2015,Gasolina,21825,Rio de Janeiro,pastilhas_de_freio,177.0
HONDA,CIVIC,2017,Diesel,271142,Belo Horizonte,cambio,4672.26
VOLKSWAGEN,POLO,2013,Etanol,36080,Manaus,alinhamento,163.37
HONDA,CIVIC,2002,Gasolina,258815,Manaus,transmissao,1428.08
CHEVROLET,ONIX,2011,Etanol,188869,São Paulo,cambio,4773.26
FIAT,TORO,2008,Diesel,146874,Salvador,bateria,1241.32
CHEVROLET,ONIX,2006,Diesel,42407,Salvador,velas_de_ignicao,129.83
CHEVROLET,SPIN,2008,Gasolina,120283,Curitiba,velas_de_ignicao,151.77
FIAT,MOBI,2012,Etanol,13338,Belo Horizonte,velas_de_ignicao,101.83
FIAT,TORO,2017,Etanol,76289,Salvador,bateria,810.07
FORD,FIESTA,2004,Etanol,149967,Curitiba,cambio,5224.62
CHEVROLET,ONIX,2012,Etanol,178982,São Paulo,pastilhas_de_freio,287.39
VOLKSWAGEN,JETTA,2003,Gasolina,109367,Belo Horizonte,alinhamento,255.85
HONDA,FIT,2001,Diesel,117486,Belo Horizonte,transmissao,1090.1
VOLKSWAGEN,JETTA,2015,Gasolina,214209,Manaus,alinhamento,235.68
VOLKSWAGEN,JETTA,2008,Etanol,256055,Rio de Janeiro,cambio,5869.47
CHEVROLET,SPIN,2008,Etanol,136421,Manaus,velas_de_ignicao,157.6
CHEVROLET,SPIN,2005,Diesel,153535,São Paulo,alinhamento,270.86
CHEVROLET,SPIN,2010,Etanol,74935,Manaus,pastilhas_de_freio,237.46
FIAT,TORO,2021,Gasolina,189864,Belo Horizonte,superaquecimento_motor,1194.04
CHEVROLET,ONIX,2023,Gasolina,275830,Manaus,cambio,3798.88
HONDA,CIVIC,2021,Diesel,63528,Curitiba,superaquecimento_motor,886.1
FORD,KA,2000,Gasolina,99811,Manaus,transmissao,1066.16
CHEVROLET,SPIN,2003,Gasolina,284931,Salvador,transmissao,1462.33
VOLKSWAGEN,JETTA,2012,Gasolina,188499,São Paulo,alinhamento,244.25
FIAT,MOBI,2022,Gasolina,260141,São Paulo,transmissao,809.09
HONDA,CIVIC,2012,Etanol,104887,Belo Horizonte,cambio,3846.43
HONDA,FIT,2012,Gasolina,61086,Manaus,bateria,902.71
FIAT,MOBI,2001,Diesel,255494,Belo Horizonte,pastilhas_de_freio,435.14
FIAT,MOBI,2008,Diesel,63308,Belo Horizonte,velas_de_ignicao,131.19
CHEVROLET,SPIN,2023,Gasolina,277941,Curitiba,velas_de_ignicao,130.44
VOLKSWAGEN,JETTA,2007,Diesel,267446,Rio de Janeiro,alinhamento,323.13
FORD,FIESTA,2006,Gasolina,38059,Belo Horizonte,velas_de_ignicao,128.18
FIAT,MOBI,2003,Diesel,131980,Rio de Janeiro,alinhamento,269.99
HONDA,CIVIC,2017,Diesel,191324,Rio de Janeiro,transmissao,846.17
CHEVROLET,ONIX,2002,Gasolina,143949,São Paulo,transmissao,1134.54
HONDA,FIT,2005,Gasolina,276383,Salvador,bateria,1721.14
FIAT,MOBI,2011,Etanol,27313,Salvador,bateria,841.01
CHEVROLET,ONIX,2011,Gasolina,42103,Manaus,pastilhas_de_freio,210.96
CHEVROLET,SPIN,2020,Gasolina,179480,Curitiba,velas_de_ignicao,121.2
CHEVROLET,ONIX,2007,Etanol,88771,Curitiba,cambio,4206.29
FORD,KA,2021,Gasolina,126228,Salvador,bateria,799.18
FIAT,TORO,2021,Gasolina,91665,Manaus,pastilhas_de_freio,176.25
FORD,KA,2000,Etanol,272678,Salvador,superaquecimento_motor,2481.6
VOLKSWAGEN,POLO,2003,Gasolina,279333,Manaus,bateria,1810.42
FIAT,MOBI,2020,Gasolina,86067,Manaus,pastilhas_de_freio,180.16
CHEVROLET,SPIN,2010,Etanol,273111,Manaus,alinhamento,302.48
VOLKSWAGEN,POLO,2002,Etanol,213063,Manaus,alinhamento,327.79
FORD,FIESTA,2012,Diesel,270804,São Paulo,pastilhas_de_freio,342.48
CHEVROLET,ONIX,2016,Gasolina,129909,São Paulo,transmissao,764.28
CHEVROLET,ONIX,2021,Diesel,140688,Salvador,superaquecimento_motor,1074.18
HONDA,FIT,2021,Diesel,75976,Manaus,pastilhas_de_freio,169.19
FORD,KA,2009,Etanol,233208,Belo Horizonte,bateria,1444.11
FIAT,TORO,2020,Gasolina,179810,Manaus,transmissao,746.37
CHEVROLET,SPIN,2011,Gasolina,275251,Belo Horizonte,pastilhas_de_freio,354.74
VOLKSWAGEN,JETTA,2014,Etanol,192476,São Paulo,velas_de_ignicao,151.16
FIAT,TORO,2020,Diesel,94182,Manaus,bateria,766.47
CHEVROLET,ONIX,2009,Etanol,243153,Rio de Janeiro,bateria,1471.04
FIAT,TORO,2013,Gasolina,278098,Salvador,alinhamento,281.02
FIAT,TORO,2012,Etanol,279087,Manaus,velas_de_ignicao,188.2
FORD,FIESTA,2004,Gasolina,40725,Curitiba,velas_de_ignicao,135.34
HONDA,FIT,2005,Diesel,10110,Belo Horizonte,bateria,926.02
FORD,FIESTA,2023,Gasolina,278606,Manaus,superaquecimento_motor,1305.88
HONDA,CIVIC,2001,Diesel,185153,Rio de Janeiro,cambio,6017.24
CHEVROLET,SPIN,2021,Diesel,66567,Belo Horizonte,transmissao,549.85
FORD,KA,2016,Gasolina,182296,Rio de Janeiro,alinhamento,214.35
FORD,FIESTA,2003,Gasolina,113394,Salvador,velas_de_ignicao,167.94
FORD,FIESTA,2013,Diesel,148940,Salvador,alinhamento,218.23
VOLKSWAGEN,JETTA,2009,Etanol,22222,Salvador,bateria,872.68
CHEVROLET,SPIN,2002,Gasolina,79794,São Paulo,transmissao,970.58
FIAT,TORO,2002,Diesel,63924,Rio de Janeiro,pastilhas_de_freio,279.01
VOLKSWAGEN,POLO,2014,Diesel,99854,Manaus,velas_de_ignicao,122.73
HONDA,FIT,2005,Etanol,260038,Curitiba,transmissao,1337.87
FIAT,TORO,2016,Gasolina,243815,Curitiba,cambio,4592.22
VOLKSWAGEN,POLO,2011,Diesel,233127,Salvador,alinhamento,273.97
CHEVROLET,ONIX,2021,Etanol,141295,Curitiba,bateria,827.43
FORD,FIESTA,2019,Diesel,179238,Belo Horizonte,transmissao,772.11
HONDA,CIVIC,2023,Gasolina,39369,Rio de Janeiro,pastilhas_de_freio,141.4
FORD,FIESTA,2010,Etanol,274805,Rio de Janeiro,transmissao,1213.48
VOLKSWAGEN,JETTA,2003,Diesel,146663,Rio de Janeiro,bateria,1395.82
FORD,FIESTA,2005,Etanol,186307,Belo Horizonte,alinhamento,290.43
HONDA,FIT,2000,Gasolina,270114,Manaus,velas_de_ignicao,247.05
HONDA,CIVIC,2019,Etanol,47922,São Paulo,cambio,2662.57
VOLKSWAGEN,POLO,2022,Gasolina,292899,Belo Horizonte,cambio,4067.95
HONDA,CIVIC,2015,Diesel,120926,Rio de Janeiro,velas_de_ignicao,125.4
VOLKSWAGEN,POLO,2014,Gasolina,19416,Rio de Janeiro,superaquecimento_motor,980.43
CHEVROLET,ONIX,2016,Diesel,13672,Rio de Janeiro,alinhamento,139.41
FIAT,MOBI,2007,Diesel,128145,Manaus,cambio,4632.29
FORD,FIESTA,2011,Gasolina,178068,Curitiba,superaquecimento_motor,1596.88
FIAT,TORO,2021,Diesel,64,São Paulo,superaquecimento_motor,731.41
FIAT,TORO,2020,Etanol,68835,Belo Horizonte,bateria,717.18
FORD,KA,2009,Diesel,201457,Rio de Janeiro,bateria,1358.11
FORD,KA,2014,Gasolina,247795,Salvador,bateria,1293.4
FIAT,MOBI,2008,Etanol,116916,São Paulo,pastilhas_de_freio,277.94
VOLKSWAGEN,POLO,2001,Etanol,195346,Salvador,alinhamento,323.35
FIAT,MOBI,2004,Diesel,273010,São Paulo,velas_de_ignicao,227.61
HONDA,CIVIC,2005,Diesel,3889,Rio de Janeiro,alinhamento,181.49
CHEVROLET,ONIX,2006,Gasolina,118194,São Paulo,bateria,1219.73
FIAT,TORO,2020,Etanol,124714,São Paulo,pastilhas_de_freio,198.2
FIAT,TORO,2000,Gasolina,31335,Rio de Janeiro,alinhamento,220.89
FIAT,MOBI,2022,Diesel,50547,Manaus,alinhamento,126.59
FORD,KA,2006,Etanol,157234,Salvador,superaquecimento_motor,1733.68
VOLKSWAGEN,JETTA,2019,Gasolina,220521,Manaus,alinhamento,209.65
CHEVROLET,ONIX,2011,Gasolina,155759,Salvador,superaquecimento_motor,1522.36
CHEVROLET,ONIX,2015,Gasolina,273139,Curitiba,superaquecimento_motor,1707.48
HONDA,CIVIC,2015,Gasolina,2631,Salvador,transmissao,554.82
FORD,FIESTA,2010,Gasolina,137039,Salvador,bateria,1153.3
CHEVROLET,SPIN,2020,Etanol,64471,São Paulo,cambio,2693.04
VOLKSWAGEN,POLO,2003,Gasolina,299260,Curitiba,pastilhas_de_freio,449.44
FORD,FIESTA,2012,Etanol,133014,Rio de Janeiro,superaquecimento_motor,1407.3
CHEVROLET,ONIX,2006,Gasolina,47664,Rio de Janeiro,alinhamento,202.8
FIAT,TORO,2003,Diesel,159141,Belo Horizonte,superaquecimento_motor,1865.26
CHEVROLET,ONIX,2014,Diesel,87342,Curitiba,superaquecimento_motor,1188.92
CHEVROLET,SPIN,2018,Gasolina,14407,São Paulo,superaquecimento_motor,851.52
VOLKSWAGEN,POLO,2008,Diesel,113926,Belo Horizonte,velas_de_ignicao,149.47
FORD,KA,2010,Etanol,213053,Belo Horizonte,cambio,5144.78
VOLKSWAGEN,POLO,2007,Gasolina,17878,Rio de Janeiro,cambio,3439.26
HONDA,FIT,2000,Etanol,83100,Salvador,velas_de_ignicao,166.01
CHEVROLET,SPIN,2022,Gasolina,223059,São Paulo,velas_de_ignicao,122.77
FIAT,MOBI,2023,Diesel,43168,Curitiba,velas_de_ignicao,77.45
FORD,FIESTA,2007,Etanol,250396,Belo Horizonte,cambio,5954.98
FIAT,MOBI,2012,Diesel,250481,São Paulo,transmissao,1100.96
VOLKSWAGEN,JETTA,2021,Diesel,28004,Rio de Janeiro,superaquecimento_motor,799.51
HONDA,FIT,2003,Gasolina,282615,Belo Horizonte,transmissao,1456.54
HONDA,CIVIC,2007,Etanol,91820,Belo Horizonte,alinhamento,223.12
FORD,KA,2002,Diesel,191239,Manaus,cambio,5963.1
HONDA,FIT,2008,Gasolina,102229,Rio de Janeiro,bateria,1117.3
HONDA,FIT,2001,Gasolina,14568,Manaus,cambio,3901.52
FORD,FIESTA,2001,Gasolina,9466,Rio de Janeiro,pastilhas_de_freio,242.42
CHEVROLET,ONIX,2012,Diesel,222129,Rio de Janeiro,transmissao,1044.26
HONDA,FIT,2014,Gasolina,57324,Manaus,velas_de_ignicao,109.68
VOLKSWAGEN,JETTA,2022,Etanol,146539,São Paulo,velas_de_ignicao,104.81
FORD,KA,2011,Etanol,75955,São Paulo,alinhamento,193.2
VOLKSWAGEN,POLO,2003,Diesel,147748,São Paulo,superaquecimento_motor,1818.98
FIAT,TORO,2007,Etanol,94791,Salvador,pastilhas_de_freio,269.77
FORD,KA,2008,Gasolina,162586,Belo Horizonte,transmissao,1027.97
VOLKSWAGEN,JETTA,2022,Diesel,22650,São Paulo,superaquecimento_motor,757.33
FORD,FIESTA,2004,Gasolina,77701,Salvador,superaquecimento_motor,1500.31
FORD,KA,2023,Diesel,272827,Belo Horizonte,bateria,994.49
FIAT,TORO,2019,Diesel,229164,São Paulo,bateria,1065.68
CHEVROLET,ONIX,2017,Gasolina,80978,Rio de Janeiro,transmissao,656.13
HONDA,FIT,2010,Etanol,4860,Curitiba,transmissao,643.59
VOLKSWAGEN,POLO,2014,Etanol,134801,São Paulo,transmissao,821.29
FORD,KA,2021,Diesel,31351,Curitiba,transmissao,497.03
VOLKSWAGEN,POLO,2008,Gasolina,155418,São Paulo,velas_de_ignicao,164.46
VOLKSWAGEN,POLO,2016,Gasolina,121449,Rio de Janeiro,cambio,3558.9
HONDA,FIT,2011,Diesel,76700,Curitiba,cambio,3678.06
VOLKSWAGEN,POLO,2006,Etanol,235486,Salvador,superaquecimento_motor,2030.38
VOLKSWAGEN,JETTA,2009,Gasolina,269099,Rio de Janeiro,cambio,5856.98
HONDA,CIVIC,2009,Etanol,257571,Curitiba,superaquecimento_motor,1963.11
VOLKSWAGEN,JETTA,2012,Etanol,192408,Curitiba,velas_de_ignicao,160.03
CHEVROLET,ONIX,2018,Diesel,283806,Manaus,cambio,4621.8
FIAT,TORO,2010,Diesel,6408,Manaus,superaquecimento_motor,1051.15
FORD,KA,2012,Etanol,171475,Rio de Janeiro,transmissao,942.95
FIAT,MOBI,2020,Gasolina,263369,Rio de Janeiro,pastilhas_de_freio,262.91
CHEVROLET,ONIX,2007,Gasolina,146444,Rio de Janeiro,cambio,4830.28
VOLKSWAGEN,JETTA,2007,Diesel,257320,Belo Horizonte,bateria,1586.81
HONDA,CIVIC,2003,Etanol,17279,Salvador,bateria,991.5
HONDA,CIVIC,2014,Gasolina,110401,São Paulo,superaquecimento_motor,1259.7
VOLKSWAGEN,JETTA,2010,Gasolina,226801,Manaus,pastilhas_de_freio,333.64
VOLKSWAGEN,JETTA,2010,Diesel,247380,Curitiba,bateria,1444.48
VOLKSWAGEN,JETTA,2000,Etanol,169259,Manaus,cambio,5943.95
HONDA,FIT,2016,Gasolina,247145,São Paulo,pastilhas_de_freio,291.81
VOLKSWAGEN,POLO,2014,Diesel,159547,Rio de Janeiro,velas_de_ignicao,141.06
HONDA,FIT,2019,Gasolina,44552,Manaus,alinhamento,138.78
FORD,FIESTA,2005,Gasolina,199041,Salvador,superaquecimento_motor,1937.25
HONDA,CIVIC,2023,Gasolina,207606,Salvador,velas_de_ignicao,114.56
FORD,KA,2021,Diesel,230677,Belo Horizonte,velas_de_ignicao,129.35
CHEVROLET,ONIX,2014,Etanol,261869,Manaus,pastilhas_de_freio,318.39
CHEVROLET,ONIX,2008,Diesel,205558,Rio de Janeiro,superaquecimento_motor,1825.63
FIAT,TORO,2013,Etanol,74474,Curitiba,velas_de_ignicao,118.32
VOLKSWAGEN,POLO,2017,Gasolina,287312,Belo Horizonte,transmissao,1011.48
VOLKSWAGEN,POLO,2016,Etanol,32099,Rio de Janeiro,velas_de_ignicao,95.94
CHEVROLET,ONIX,2017,Gasolina,202252,Belo Horizonte,transmissao,864.99
FORD,KA,2004,Gasolina,240454,Manaus,alinhamento,330.28
VOLKSWAGEN,POLO,2019,Diesel,54240,São Paulo,transmissao,570.72
CHEVROLET,SPIN,2019,Gasolina,260746,Manaus,transmissao,903.42
HONDA,CIVIC,2008,Diesel,252051,Rio de Janeiro,pastilhas_de_freio,368.03
FIAT,MOBI,2010,Etanol,101611,Curitiba,velas_de_ignicao,137.77
HONDA,FIT,2023,Etanol,58046,Curitiba,alinhamento,124.32
FORD,FIESTA,2021,Gasolina,250468,Rio de Janeiro,velas_de_ignicao,134.18
HONDA,CIVIC,2000,Diesel,16488,Belo Horizonte,cambio,4008.85
FIAT,MOBI,2017,Gasolina,189913,Salvador,cambio,4007.76
HONDA,CIVIC,2005,Diesel,183741,Rio de Janeiro,transmissao,1155.6
HONDA,CIVIC,2001,Diesel,141917,Manaus,bateria,1442.37
CHEVROLET,SPIN,2014,Diesel,167131,Curitiba,transmissao,882.36
HONDA,CIVIC,2020,Etanol,18394,São Paulo,velas_de_ignicao,80.48
HONDA,CIVIC,2013,Diesel,176978,Curitiba,alinhamento,231.86
VOLKSWAGEN,JETTA,2004,Etanol,59332,Salvador,bateria,1097.96
FIAT,MOBI,2005,Diesel,168377,Curitiba,alinhamento,279.73
VOLKSWAGEN,JETTA,2005,Etanol,42628,Salvador,pastilhas_de_freio,245.55
FORD,KA,2021,Etanol,283496,Rio de Janeiro,transmissao,875.24
VOLKSWAGEN,POLO,2017,Etanol,51993,Curitiba,transmissao,606.21
CHEVROLET,SPIN,2013,Gasolina,170458,Belo Horizonte,cambio,4345.2
HONDA,FIT,2009,Diesel,8539,Manaus,pastilhas_de_freio,200.55
FORD,KA,2013,Gasolina,132335,Belo Horizonte,cambio,3993.09
FIAT,MOBI,2012,Diesel,240310,Manaus,velas_de_ignicao,175.6
FORD,KA,2002,Diesel,206873,Curitiba,transmissao,1295.34
FIAT,MOBI,2005,Gasolina,56132,Curitiba,velas_de_ignicao,138.25
FIAT,MOBI,2007,Etanol,105494,Manaus,alinhamento,230.91
VOLKSWAGEN,JETTA,2011,Diesel,225997,São Paulo,bateria,1351.52
FORD,FIESTA,2012,Etanol,63797,Curitiba,bateria,909.49
CHEVROLET,SPIN,2010,Gasolina,51798,São Paulo,bateria,928.36
HONDA,CIVIC,2011,Etanol,147722,São Paulo,cambio,4371.51
VOLKSWAGEN,JETTA,2000,Diesel,76421,Manaus,superaquecimento_motor,1631.16
FORD,KA,2016,Diesel,269578,São Paulo,pastilhas_de_freio,303.77
HONDA,CIVIC,2015,Diesel,292172,São Paulo,bateria,1357.06
CHEVROLET,ONIX,2010,Gasolina,66558,Rio de Janeiro,transmissao,773.84
CHEVROLET,SPIN,2012,Diesel,286475,Belo Horizonte,pastilhas_de_freio,351.88
FIAT,MOBI,2017,Gasolina,67573,São Paulo,alinhamento,158.26
FORD,FIESTA,2010,Etanol,129473,Belo Horizonte,alinhamento,226.67
CHEVROLET,SPIN,2011,Diesel,177398,São Paulo,cambio,4661.26
VOLKSWAGEN,JETTA,2005,Diesel,266267,Belo Horizonte,alinhamento,338.19
FIAT,TORO,2008,Diesel,278747,Curitiba,alinhamento,321.53
VOLKSWAGEN,POLO,2015,Etanol,42597,Curitiba,superaquecimento_motor,1020.65
VOLKSWAGEN,POLO,2003,Diesel,194310,Belo Horizonte,velas_de_ignicao,200.81
HONDA,FIT,2002,Gasolina,222858,São Paulo,velas_de_ignicao,217.13
HONDA,CIVIC,2015,Etanol,86978,Rio de Janeiro,bateria,886.82
HONDA,FIT,2023,Etanol,279837,Belo Horizonte,superaquecimento_motor,1308.66
HONDA,FIT,2011,Etanol,168769,Salvador,cambio,4577.01
VOLKSWAGEN,JETTA,2010,Etanol,161064,Rio de Janeiro,velas_de_ignicao,158.17
VOLKSWAGEN,JETTA,2004,Etanol,140594,Salvador,cambio,5115.79
VOLKSWAGEN,JETTA,2017,Gasolina,238078,Belo Horizonte,cambio,4401.78
FORD,FIESTA,2018,Etanol,240140,São Paulo,alinhamento,225.06
VOLKSWAGEN,POLO,2022,Diesel,143193,Salvador,velas_de_ignicao,104.03
FORD,FIESTA,2022,Etanol,123371,Belo Horizonte,pastilhas_de_freio,183.46
HONDA,CIVIC,2005,Etanol,263761,Rio de Janeiro,bateria,1683.45
VOLKSWAGEN,JETTA,2021,Etanol,43016,São Paulo,velas_de_ignicao,83.61
FORD,FIESTA,2017,Etanol,286420,Salvador,pastilhas_de_freio,302.98
FORD,FIESTA,2005,Etanol,230959,Belo Horizonte,transmissao,1268.4
FIAT,TORO,2003,Gasolina,186807,São Paulo,pastilhas_de_freio,365.11
CHEVROLET,ONIX,2011,Gasolina,17959,São Paulo,pastilhas_de_freio,196.07
FORD,KA,2018,Etanol,28522,Curitiba,alinhamento,136.88
HONDA,FIT,2001,Gasolina,26567,São Paulo,alinhamento,213.18
HONDA,FIT,2016,Diesel,62708,Belo Horizonte,bateria,806.02
CHEVROLET,SPIN,2010,Etanol,126206,Rio de Janeiro,alinhamento,224.94
CHEVROLET,SPIN,2010,Diesel,22560,Manaus,pastilhas_de_freio,204.29
FORD,KA,2020,Diesel,58390,Curitiba,superaquecimento_motor,905.93
FORD,KA,2015,Etanol,125772,Belo Horizonte,alinhamento,195.15
HONDA,FIT,2001,Diesel,57805,Belo Horizonte,alinhamento,233.57
HONDA,FIT,2001,Diesel,236109,Belo Horizonte,pastilhas_de_freio,419.95
FIAT,TORO,2022,Diesel,286640,Salvador,transmissao,847.37
FIAT,TORO,2007,Etanol,214373,Salvador,transmissao,1171.63
VOLKSWAGEN,POLO,2012,Etanol,91257,Rio de Janeiro,velas_de_ignicao,127.16
CHEVROLET,ONIX,2009,Diesel,3515,Belo Horizonte,bateria,822.02
FORD,FIESTA,2007,Etanol,4454,Salvador,transmissao,693.48
HONDA,CIVIC,2003,Etanol,237145,Salvador,alinhamento,335.72
FIAT,MOBI,2014,Diesel,22873,Salvador,superaquecimento_motor,991.04
FIAT,MOBI,2000,Etanol,275871,Rio de Janeiro,velas_de_ignicao,249.54
FIAT,MOBI,2010,Gasolina,128376,Rio de Janeiro,bateria,1130.44
HONDA,FIT,2006,Etanol,69070,Belo Horizonte,superaquecimento_motor,1399.39
FIAT,TORO,2016,Gasolina,124564,Curitiba,superaquecimento_motor,1226.52
HONDA,FIT,2019,Diesel,228497,Belo Horizonte,alinhamento,212.87
FORD,KA,2023,Etanol,117213,Salvador,pastilhas_de_freio,173.84
HONDA,FIT,2017,Diesel,181051,Manaus,pastilhas_de_freio,248.54
HONDA,FIT,2021,Diesel,25465,Salvador,pastilhas_de_freio,146.46
FORD,FIESTA,2021,Diesel,184972,São Paulo,transmissao,727.46
VOLKSWAGEN,JETTA,2011,Diesel,59799,Manaus,pastilhas_de_freio,221.88
FIAT,MOBI,2008,Diesel,96129,Manaus,bateria,1100.36
VOLKSWAGEN,JETTA,2004,Etanol,139374,Belo Horizonte,alinhamento,268.51
FORD,KA,2009,Gasolina,243761,Salvador,transmissao,1178.15
FORD,FIESTA,2003,Etanol,242821,Salvador,bateria,1696.32
FORD,FIESTA,2004,Etanol,12875,Curitiba,pastilhas_de_freio,229.44
FIAT,MOBI,2009,Etanol,27219,São Paulo,bateria,886.22
FORD,KA,2010,Etanol,298326,Belo Horizonte,superaquecimento_motor,2052.59
FORD,KA,2020,Gasolina,211613,Rio de Janeiro,alinhamento,198.96
CHEVROLET,SPIN,2023,Etanol,6457,Belo Horizonte,alinhamento,106.41
FIAT,TORO,2009,Diesel,33064,Manaus,bateria,902.05
FIAT,TORO,2007,Etanol,115256,Belo Horizonte,velas_de_ignicao,153.7
CHEVROLET,ONIX,2001,Etanol,234659,Curitiba,alinhamento,349.01
HONDA,FIT,2022,Gasolina,209727,Belo Horizonte,superaquecimento_motor,1196.44
CHEVROLET,ONIX,2007,Gasolina,160353,Curitiba,alinhamento,262.15
FORD,KA,2015,Diesel,258063,Manaus,velas_de_ignicao,166.26
FORD,FIESTA,2021,Etanol,236887,Curitiba,alinhamento,201.33
FORD,FIESTA,2004,Etanol,234841,Salvador,cambio,6210.1
FORD,KA,2002,Etanol,69918,Rio de Janeiro,alinhamento,236.34
VOLKSWAGEN,JETTA,2011,Diesel,213057,Manaus,velas_de_ignicao,171.38
HONDA,FIT,2012,Gasolina,89142,Curitiba,cambio,3696.85
FIAT,MOBI,2012,Diesel,27603,São Paulo,cambio,3112.23
FIAT,TORO,2009,Etanol,70605,Manaus,alinhamento,200.74
CHEVROLET,ONIX,2003,Gasolina,281767,São Paulo,bateria,1818.02
VOLKSWAGEN,JETTA,2008,Gasolina,44440,Rio de Janeiro,transmissao,765.42
FIAT,TORO,2021,Diesel,289604,Curitiba,cambio,4200.93
CHEVROLET,ONIX,2023,Gasolina,214117,Manaus,bateria,892.56
FORD,FIESTA,2022,Gasolina,213877,Manaus,alinhamento,185.57
VOLKSWAGEN,POLO,2001,Etanol,110373,Rio de Janeiro,pastilhas_de_freio,321.46
FIAT,MOBI,2018,Etanol,267014,Salvador,pastilhas_de_freio,283.51
FIAT,TORO,2000,Gasolina,18909,São Paulo,transmissao,850.42
FIAT,TORO,2006,Gasolina,271261,Manaus,cambio,6331.48
VOLKSWAGEN,POLO,2016,Diesel,249975,Belo Horizonte,alinhamento,244.43
FORD,FIESTA,2002,Diesel,93926,São Paulo,superaquecimento_motor,1635.89
FORD,FIESTA,2019,Gasolina,127463,Curitiba,cambio,3271.28
CHEVROLET,ONIX,2019,Etanol,101536,Rio de Janeiro,alinhamento,161.73
FORD,FIESTA,2020,Gasolina,282272,São Paulo,pastilhas_de_freio,271.73
